GEOID,med_age_E,pop_dens,covid_rate,type,majority_vote
13301,45.1,18.33956363309854,0.05503355704697987,Non-core,Democrat
13305,38.9,46.95789913575601,0.07258492569002123,Micropolitan,Republican
13311,46.1,116.3188955649566,0.07817019605042316,Non-core,Republican
13317,45.1,20.372703591291643,0.06711970726607423,Non-core,Republican
13321,41.6,36.417658029312314,0.056726327944572746,Small metro,Republican
16035,50.4,3.5542879805277545,0.09445843828715365,Non-core,Republican
16039,32.3,9.322037722548435,0.047129003000069766,Micropolitan,Republican
16045,44.6,34.16227954773204,0.07483135491293207,Medium metro,Republican
16051,31.5,28.24501689545936,0.06720404001165388,Small metro,Republican
16055,40.2,138.44308955147696,0.07482405667534225,Small metro,Republican
16061,48.6,7.378532696376577,0.09680158505519389,Non-core,Republican
16067,35.2,28.551013001578486,0.09577569055660945,Micropolitan,Republican
16071,38.6,3.8066604764208507,0.054776511831726556,Non-core,Republican
16077,38.3,5.61180699349675,0.06943386646356943,Non-core,Republican
16083,34.7,46.857281047956135,0.088599160429114,Micropolitan,Republican
16087,45.4,7.227162375574251,0.09533333333333334,Non-core,Republican
17005,41.6,43.97393846614038,0.09321375186846038,Large fringe metro,Republican
72045,38.9,664.8805753848284,0.023936874437324576,NA,NA
72025,41.3,2171.3013805833066,0.027859859796925592,NA,NA
72031,42.8,3412.2413368997495,0.03196718664212124,NA,NA
72039,42.3,255.28585826249648,0.026436646255299106,NA,NA
72051,41.1,1552.1302923451326,0.03469996376710611,NA,NA
72055,42.5,372.11672827475707,0.0084862551679118,NA,NA
72063,39,1456.779874323456,0.027718970016247353,NA,NA
72069,43.3,1138.163829725659,0.017545583149952845,NA,NA
72075,38.8,772.0670310370418,0.012269543169023164,NA,NA
53029,44.2,416.55619526670034,0.010638175391735841,Micropolitan,Democrat
53035,39.1,697.5262152541909,0.014103210684624343,Medium metro,Democrat
53041,43.1,34.189103180213465,0.029762991637147136,Micropolitan,Republican
53047,42.6,7.995157913932089,0.041730001900057004,Non-core,Republican
53055,56.6,102.2818146941905,0.004160107937935687,Non-core,Democrat
53061,38,396.81164409323475,0.02704609055784298,Large fringe metro,Democrat
53067,39,408.0237489658969,0.0161672766992432,Medium metro,Democrat
53073,37.3,107.61873584755251,0.015331919752079596,Small metro,Democrat
54001,41.7,45.344079944935714,0.05140640155189137,Non-core,Republican
54007,45.9,24.3707792862509,0.025307302964569775,Non-core,Republican
54013,48.1,22.306214847546265,0.021993899502327822,Non-core,Republican
54019,44.3,61.19591110715503,0.04539616676546137,Small metro,Republican
54025,45.5,32.33632123426462,0.047426994571974405,Non-core,Republican
54033,42.2,158.4610184719893,0.046995646303909226,Micropolitan,Republican
54039,43.4,200.46431135091444,0.049113391795070405,Small metro,Republican
54045,43.8,71.76983456281312,0.053612552583903954,Micropolitan,Republican
54051,45.7,100.15672202580927,0.07080513876630382,Small metro,Republican
54057,44.5,82.16126926267228,0.07914470265053085,Small metro,Republican
54063,48,26.178529804839876,0.05454104718810601,Non-core,Republican
46059,47.4,2.189121143676042,0.09920508744038156,Non-core,Republican
46065,38,23.957319394990527,0.11410075992119335,Micropolitan,Republican
46071,32.2,1.5054597027663719,0.09337134711332858,Non-core,Republican
46077,45.1,6.232600639451497,0.10429920956236746,Non-core,Republican
46083,34.9,112.87335017754445,0.10470987246972882,Small metro,Republican
46091,39.8,5.137681283742925,0.06084533209475151,Non-core,Republican
46097,44,4.030375239414034,0.097911227154047,Non-core,Republican
46102,25.8,6.5303746178408915,0.14109128145114103,Non-core,NA
46107,49.2,2.870620876684192,0.12257281553398058,Non-core,Republican
46115,43.5,4.230762031576468,0.11114604621914793,Non-core,Republican
46121,23.8,6.711097965014801,0.12512072110741496,Non-core,Democrat
46127,40,36.48562867830444,0.0961275355422045,Small metro,Republican
47001,43.3,228.71364962453933,0.07622888113792253,Medium metro,Republican
47007,44.1,36.69280677025747,0.10876416549319386,Non-core,Republican
47013,44.1,81.7843654306439,0.0734110816866979,Medium metro,Republican
47019,45.4,165.14176594801188,0.08139328554191214,Small metro,Republican
47025,43.1,73.72984378888061,0.05411478325999438,Non-core,Republican
47031,39.7,134.9508735417372,0.08685587935531794,Micropolitan,Republican
47037,34.3,1421.9511740645405,0.08778098127629616,Large central metro,Democrat
72121,42.3,625.9190340264603,0.0076994148444718205,NA,NA
72127,43.2,7147.040965732414,0.03266239894349016,NA,NA
72135,38.4,2474.481969997418,0.03299826482378986,NA,NA
72141,43.5,249.15539201290036,0.01947891257468095,NA,NA
72147,47,162.41892462361372,0.011759001091041337,NA,NA
72153,43.9,504.6707030534026,0.013666159428772095,NA,NA
48005,37.5,108.29301766475551,0.06592974130447364,Micropolitan,Republican
48011,46,2.032759398466294,0.05952380952380952,Medium metro,Republican
48017,33.3,8.348531127697113,0.1041425260718424,Non-core,Republican
48023,45.9,3.994325383730835,0.06176046176046176,Non-core,Republican
38105,31.3,19.71027805368142,0.09687423687423688,Micropolitan,Republican
38095,47.6,2.1094557395142686,0.12719703977798336,Non-core,Republican
38099,44.2,8.241997412170658,0.15516425257975955,Non-core,Republican
38101,31.6,34.734941295237945,0.12106866516969636,Micropolitan,Republican
04001,35,5.895917402085895,0.1160388361278987,Non-core,Democrat
04003,41.1,20.20162337416698,0.061165272983809894,Small metro,Republican
04005,30.7,7.79409640510151,0.07882095919394078,Small metro,Democrat
04007,50.2,11.196310694161687,0.0862742153476498,Micropolitan,Republican
04009,33.6,8.337089378997621,0.08745750395764669,Micropolitan,Republican
04011,34.5,5.191241514824154,0.04276900554219387,Non-core,Republican
04012,56.5,3.6823140492815836,0.09210605786072357,Non-core,Republican
04013,36.4,480.46160370714534,0.07492996375126454,Large central metro,Democrat
04015,51.6,15.996792634090836,0.06122372425175953,Small metro,Republican
04017,37.3,10.725269913476346,0.10853003738860725,Micropolitan,Republican
04019,38.5,113.55623355782677,0.06890140526512004,Medium metro,Democrat
04021,39.3,79.2508943241896,0.06697486737650024,Large fringe metro,Republican
04023,36.7,38.55983217690314,0.1295600914640542,Micropolitan,Democrat
04025,53.4,29.078683703315416,0.049439267767104556,Small metro,Republican
04027,34.6,36.97623339733633,0.13917432227622975,Small metro,Republican
20001,41.9,25.037109444305322,0.054526584703816064,Non-core,Republican
20003,40.8,13.518625953618509,0.07580398162327719,Non-core,Republican
20005,36.6,37.91505285553659,0.07756300464888671,Micropolitan,Republican
20007,43.6,3.7281484654830064,0.06882686849574267,Non-core,Republican
20009,39.9,28.47561670977728,0.0874357666810497,Micropolitan,Republican
20013,42.1,16.655240404948746,0.11116954143878839,Non-core,Republican
20015,38.6,47.129903388844845,0.0815227070347284,Medium metro,Republican
20019,47.9,5.288935056508836,0.055933708197691626,Non-core,Republican
20021,41.3,32.95284888867146,0.0911062906724512,Non-core,Republican
20025,45.3,2.04281016271396,0.09794073329984933,Non-core,Republican
20027,42.5,12.578676030015098,0.07970925218676851,Non-core,Republican
20031,43.8,13.33578569081894,0.06255980861244019,Non-core,Republican
20033,48.1,2.142592145165917,0.08880994671403197,Non-core,Republican
20037,32.5,66.07994332571978,0.08862773273119162,Micropolitan,Republican
20041,41.3,21.72436606129848,0.0692316052602978,Non-core,Republican
20043,41,19.086156497677727,0.09826897470039947,Small metro,Republican
20047,45.7,4.674426625046316,0.0825593395252838,Non-core,Republican
20049,52.3,3.8540086853727225,0.045912202980265805,Non-core,Republican
20053,42.1,8.910315333855708,0.16609159347553326,Non-core,Republican
20055,30.8,29.546909434177287,0.14250064985703145,Micropolitan,Republican
20059,40,45.4656904073876,0.07058778273580552,Micropolitan,Republican
20063,48.2,2.5362382025757215,0.123252391464312,Non-core,Republican
20065,50.4,2.687732708451957,0.08530020703933748,Non-core,Republican
20069,36,6.506171325683969,0.09251724747921458,Non-core,Republican
20071,42.2,1.6495283815967576,0.07398753894080996,Non-core,Republican
20075,35.8,2.526809514988806,0.07466243050039714,Non-core,Republican
20077,42.4,6.845348049309465,0.07912488605287146,Non-core,Republican
20081,36.9,6.545216158089698,0.0962962962962963,Non-core,Republican
20083,47.6,2.003506924540778,0.09402205455600697,Non-core,Republican
20087,43.3,34.4893399404972,0.06565766550522648,Small metro,Republican
20091,37.6,1287.6661167448826,0.06509002841621807,Large fringe metro,Democrat
20093,34.7,4.575303997713821,0.12729098669344716,Micropolitan,Republican
20097,41.6,3.4041868858089006,0.07235772357723577,Non-core,Republican
20099,41,31.273958230686247,0.09874157748711851,Micropolitan,Republican
20103,37.8,176.69423085076625,0.0625053431198935,Large fringe metro,Republican
20105,46.5,4.0853724447602895,0.07383463763184757,Non-core,Republican
20109,39.7,2.5741075616025713,0.0999275887038378,Non-core,Republican
20113,40.8,33.645224495268316,0.07891341031664627,Micropolitan,Republican
20115,44.5,12.520401065500831,0.05929121204432039,Non-core,Republican
20119,37.9,4.145866465766132,0.09864364981504316,Non-core,Republican
20121,42.1,59.371874629482605,0.05498523003129478,Large fringe metro,Republican
42115,48.4,46.67175855207885,0.027449653952229796,Non-core,Republican
42109,40.2,120.85776094723141,0.04874672840748943,Micropolitan,Republican
42111,46.1,68.99842712724718,0.06740951584400168,Micropolitan,Republican
42113,53.7,12.979517525547937,0.026541095890410957,Non-core,Republican
42117,44.6,36.2021312906029,0.04738701425264953,Non-core,Republican
42119,39.5,135.08507062454854,0.06918769475879197,Micropolitan,Republican
42121,46.9,74.82599230909318,0.048697823760256866,Micropolitan,Republican
42123,47.4,43.64361307026163,0.04042812346126934,Micropolitan,Republican
42125,44.5,244.28485249226208,0.04431833923257336,Large fringe metro,Republican
42127,48.2,70.50023131530203,0.038138989346104976,Non-core,Republican
42129,47,344.9893021124188,0.05584456230280576,Large fringe metro,Republican
42131,44.7,65.61415540427144,0.03149334458552303,Medium metro,Republican
42133,41,504.70437047156537,0.05230502280704061,Medium metro,Republican
45003,41,157.6642586995453,0.05520472963366665,Medium metro,Republican
45005,41.9,19.699056236664717,0.06393830078367956,Non-core,Democrat
45009,41.7,33.838653939125344,0.07249643152280069,Non-core,Democrat
45011,41.3,37.54520522974191,0.07149448734761281,Non-core,Republican
45015,36.1,208.26975050280353,0.04035047267696564,Medium metro,Republican
45017,45.5,37.04296906839875,0.05772363481832991,Medium metro,Republican
45021,39.3,142.921004228224,0.054361747545182866,Micropolitan,Republican
45023,42,55.615901217783254,0.07072521211370533,Large fringe metro,Republican
45025,42.4,54.15992423661148,0.0548378896771659,Non-core,Republican
45029,42.5,36.54019639576843,0.05154906227333955,Non-core,Republican
45031,41.4,112.2099739949336,0.07385740402193784,Small metro,Republican
45035,37,284.1043399708266,0.052513309397053363,Medium metro,Republican
45037,42.9,51.23753081923835,0.06134778033285263,Medium metro,Republican
45041,39.2,171.21452446523244,0.07825097220904866,Small metro,Republican
45043,49.5,77.9020550754021,0.06255125859567219,Micropolitan,Republican
45047,39.5,152.51256192062593,0.06250811091404594,Micropolitan,Republican
45049,40,33.14614286411222,0.05969505953343031,Non-core,Democrat
45051,45.9,309.82289975975465,0.05882704847747622,Medium metro,Republican
45055,41.1,90.01093025429958,0.06034891365839488,Medium metro,Republican
45057,42.1,174.87078129388092,0.0553553574404266,Large fringe metro,Republican
45061,41.8,40.30139948500769,0.07295384429254129,Non-core,Democrat
45063,39.1,420.592695652547,0.057967760917851226,Medium metro,Republican
45067,40.7,59.647456217934014,0.06784771956275915,Non-core,Democrat
45069,40.3,55.570869237650136,0.07286158923013462,Micropolitan,Democrat
45073,45.7,125.46648789834082,0.06793288129555893,Micropolitan,Republican
45075,40.3,76.12718764232946,0.06138465739762298,Micropolitan,Democrat
45079,33.4,549.4953346781367,0.06394615364282333,Medium metro,Democrat
45081,41.8,41.64250322930351,0.053334747110592724,Medium metro,Republican
45083,38.2,406.06534635344906,0.061073729332890236,Medium metro,Republican
45087,44,52.98627392876474,0.057370430186463074,Medium metro,Republican
45089,43,33.21253018747169,0.07187520144395024,Non-core,Democrat
46003,37.8,3.877424507792678,0.1507098653076083,Non-core,Republican
46005,38.1,15.213208927060329,0.13123400699775445,Micropolitan,Republican
46009,42.3,12.426594564286747,0.2107668142224761,Non-core,Republican
46011,27,43.39037558690972,0.08724363636363637,Micropolitan,Republican
46015,40.9,6.420384228249272,0.11949685534591195,Non-core,Republican
22055,35.2,899.5081806536997,0.06929800250669071,Medium metro,Republican
22057,37.8,91.31476154902762,0.06406511065325912,Small metro,Republican
22059,38.8,23.67755217238085,0.07768237441687513,Non-core,Republican
22061,28.3,102.58997872218069,0.06899330523183735,Micropolitan,Republican
22063,36.6,219.51220075833285,0.06157490054961274,Medium metro,Republican
22065,35.2,16.04248354230873,0.13047818708196066,Non-core,Democrat
22067,39.9,32.24056141399502,0.08322603300948145,Micropolitan,Republican
72079,45,389.1791298696105,0.0068998028627753494,NA,NA
17011,44.4,38.251457944523786,0.08533870773673445,Micropolitan,Republican
17017,40,34.70888539640173,0.12260389510811226,Non-core,Republican
17021,43.4,47.96687480385369,0.07792665726375177,Micropolitan,Republican
72081,43,457.36216531912436,0.014552570716954278,NA,NA
72083,42.4,191.41505722762378,0.011945007888212756,NA,NA
72085,40,1038.3759052382964,0.02242751563388289,NA,NA
72087,40.2,1223.6720215975122,0.025619381251846537,NA,NA
72089,41.9,688.8798443758727,0.018784095382711884,NA,NA
72091,42.1,874.8710948827105,0.022333637192342753,NA,NA
72093,44,129.8382861574342,0.011146161934805467,NA,NA
72095,44.4,500.310600452424,0.0157710831995467,NA,NA
72097,41.4,940.8181660662117,0.013697880318020718,NA,NA
72099,40,744.1194651154406,0.022584089695675387,NA,NA
72101,38.7,739.0286759171627,0.028857868903818706,NA,NA
72103,38.4,452.6874987660475,0.021423073633797998,NA,NA
72105,41.1,1067.137033149262,0.028966177627304128,NA,NA
72107,40.1,336.8794120136812,0.02150788466921713,NA,NA
72109,44.9,343.01947272542657,0.010822646230841414,NA,NA
72111,38.8,457.19822769931267,0.014853669297514584,NA,NA
72113,41,1196.2165501516095,0.01136074361230917,NA,NA
72115,41.2,1042.1200601933526,0.019502495981047467,NA,NA
72117,46,1062.928208451228,0.014354382037268716,NA,NA
72119,41.2,776.294198521701,0.02103697407564811,NA,NA
72123,40.9,371.62855065128497,0.017100314087401605,NA,NA
72125,44,584.9744785082524,0.008971423193952131,NA,NA
72129,42.4,709.7481936645548,0.025442389833656116,NA,NA
72131,44.1,558.6947816840345,0.02061253018172576,NA,NA
72133,38.8,595.8874818335172,0.011685814308959125,NA,NA
72137,40.7,3239.2438705751742,0.029803567396703545,NA,NA
72139,40.5,3261.914767580352,0.025952170062001772,NA,NA
72143,39.6,1276.4880793600805,0.029975985308659414,NA,NA
72145,41.5,1186.8417333843659,0.03179328849193222,NA,NA
72149,40.1,619.9511859629156,0.02077581134295931,NA,NA
72151,42.9,551.0497936407704,0.015973180832183003,NA,NA
48001,39.3,54.508109919274915,0.08311177100238251,Micropolitan,Republican
48003,30.8,12.400703784019711,0.07700161203653949,Micropolitan,Republican
48007,50.6,94.53745296784275,0.03092740243390684,Medium metro,Republican
48009,44.5,9.476478209165888,0.06565420560747663,Small metro,Republican
48013,35.4,40.16347208467278,0.05998244217145424,Large fringe metro,Republican
48015,40.7,46.662628661438056,0.0347730964298737,Large fringe metro,Republican
48019,52.2,26.360480065288467,0.027576615030454176,Large fringe metro,Republican
48021,38.4,109.45224677419613,0.03921165240289664,Large fringe metro,Republican
48025,35.3,35.2710878711054,0.08625632106161626,Micropolitan,Republican
48027,31,352.5308437814172,0.03571592377653131,Medium metro,Republican
48031,50.4,16.03661863323673,0.024969228064005627,Non-core,Republican
48033,41.7,0.70310891059456615,0.028526148969889066,Non-core,Republican
48037,38,104.96361299703572,0.04384614556532785,Small metro,Republican
48039,35.8,272.8959628882879,0.05793334426432206,Large fringe metro,Republican
48043,43.7,1.5437204897529149,0.09281374397653468,Non-core,Republican
48045,46.4,1.594443230993017,0.06550522648083623,Non-core,Republican
48049,41.5,40.3355465339272,0.07342170888568053,Micropolitan,Republican
48051,43.3,26.769505197807955,0.053111892075728376,Small metro,Republican
48055,35.9,84.15192344573286,0.05306976440075845,Large fringe metro,Republican
48057,37.7,39.66940127638002,0.059832885705759474,Micropolitan,Republican
48061,31.7,472.18189311175536,0.07047696411308807,Medium metro,Democrat
48063,37.6,63.64131626239869,0.06274069319640564,Non-core,Republican
48067,43.3,30.368238704748627,0.04603922119912842,Non-core,Republican
48047,29.7,7.500891532702807,0.0847936687394008,Non-core,Democrat
48029,33.6,1620.0218889192354,0.059400574521580395,Large central metro,Democrat
48035,46.6,18.55072162417062,0.044145873320537425,Non-core,Republican
48041,26.5,398.9656379605166,0.06211700712853166,Small metro,Republican
48053,44.6,49.41284068470021,0.03997557500508854,Non-core,Republican
48059,44.2,15.241743502023215,0.058433031806244526,Small metro,Republican
48065,40.6,6.310345914810448,0.05097296366454279,Medium metro,Republican
48071,35.2,77.98843063550036,0.05640849455669837,Large fringe metro,Republican
48077,46.6,9.385005962107789,0.06997455470737914,Small metro,Republican
48083,47.2,6.084339624865212,0.05439875065070276,Non-core,Republican
48129,41.4,3.514918675978438,0.08225905463474524,Non-core,Republican
48135,30.4,183.97058911912526,0.06988514933008821,Small metro,Republican
48141,32.2,854.3395743765079,0.11474175106306539,Medium metro,Democrat
48147,41.3,40.032122754846256,0.052745219000616905,Non-core,Republican
48153,37.2,5.444782367838955,0.10422065901517956,Non-core,Republican
48159,43.2,36.42515405435738,0.042957814460855295,Non-core,Republican
48165,27.8,14.376008740645586,0.05713491989999074,Non-core,Republican
48171,50,25.255111092463277,0.05335827876520112,Micropolitan,Republican
48177,36.3,18.42434819077319,0.083447819671297,Non-core,Republican
48183,35.6,454.45453492375924,0.05572324310401726,Small metro,Republican
48189,33.4,32.37050388404745,0.15841584158415842,Micropolitan,Republican
48195,35.1,5.745752605718944,0.11674550614947966,Non-core,Republican
48201,33.5,2772.99390138164,0.05137424450106687,Large central metro,Democrat
48207,43.5,5.996901697901515,0.058161004431314625,Non-core,Republican
48213,43.9,94.0195558191217,0.04473524041387705,Micropolitan,Republican
48219,33.8,23.708933109165933,0.08849886242280726,Micropolitan,Republican
48225,44.5,17.925244073223194,0.05198042236925587,Non-core,Republican
20133,40.2,27.829433714180837,0.0772761569416499,Non-core,Republican
20125,40.3,48.92216772165781,0.07355650130216604,Micropolitan,Republican
20127,46.6,7.74582116343184,0.07500928332714445,Non-core,Republican
20131,39.9,14.31922274094323,0.13180181057140075,Non-core,Republican
20137,42.7,6.217230500212676,0.21340904927642426,Non-core,Republican
20141,46.7,3.9214998528502876,0.055714285714285716,Non-core,Republican
13145,42.9,74.74374499159921,0.043469481943002194,Medium metro,Republican
13147,44.1,111.1253796455343,0.061135202106241286,Non-core,Republican
13149,41.9,38.55766850302632,0.05187521906764809,Large fringe metro,Republican
13151,36.9,755.4148927522266,0.0575251753132374,Large fringe metro,Democrat
13153,35.4,435.14401418521095,0.051432168327904516,Small metro,Republican
13155,39.7,27.277135681676757,0.07045313469894475,Non-core,Republican
13157,38.1,223.47371424170797,0.07656737850264139,Micropolitan,Republican
13159,43,39.59759820178264,0.05895256375102824,Large fringe metro,Republican
13161,36.6,44.66062664672817,0.08545909736788687,Non-core,Republican
13163,40,29.833772240148807,0.08485581513781909,Non-core,Democrat
13165,44.3,24.973734309120154,0.06582891399584967,Non-core,Republican
13167,41.8,30.32484580321477,0.08129285014691479,Micropolitan,Republican
13169,40.4,71.9573600657066,0.043002786891029036,Small metro,Republican
13171,37.8,100.81709402148563,0.06643243243243244,Large fringe metro,Republican
13173,35.6,50.25538604938491,0.053963754176369345,Small metro,Republican
13175,38.9,61.39993159731098,0.07768811781319346,Micropolitan,Republican
13177,37.2,93.18529437949518,0.0475831498959684,Small metro,Republican
13179,28.4,126.34991488510627,0.030096849331862203,Small metro,Democrat
13181,47.1,36.55269715293537,0.0576072821846554,Medium metro,Republican
13185,30.5,237.85342360286333,0.07450254120472555,Small metro,Republican
13187,37,118.35623312594767,0.05927496416626851,Non-core,Republican
13191,49.4,25.443134503844057,0.04701594533029613,Small metro,Republican
13193,40.3,30.155089750007683,0.04005959278265188,Non-core,Democrat
13197,44.6,20.485392240586428,0.04281141637770072,Medium metro,Republican
13199,42.3,41.12537793297557,0.05554747004317664,Large fringe metro,Republican
13205,39,42.477127462343205,0.0649046196276718,Non-core,Republican
13209,40,35.70463745822559,0.07375145180023229,Micropolitan,Republican
13211,44.6,57.84917838784198,0.059113300492610835,Large fringe metro,Republican
13215,34,955.8516835482624,0.04828872715322682,Medium metro,Democrat
13217,36.4,410.82062848473237,0.054052612394761876,Large fringe metro,Democrat
13221,42.4,33.76513499340826,0.062192242833052275,Small metro,Republican
13225,37.9,186.18701679008868,0.05628819556127372,Small metro,Republican
13227,45.4,143.1357815366808,0.05723145472061657,Large fringe metro,Republican
13231,40.4,87.41422412672257,0.07215839906824077,Large fringe metro,Republican
13233,37,138.0871804305221,0.0821646092455604,Micropolitan,Republican
13237,46.2,63.963341184760445,0.06282033836803193,Non-core,Republican
13239,47.3,14.778090294726201,0.04519015659955257,Non-core,Republican
13243,41,15.003408256566807,0.0663035019455253,Non-core,Democrat
13247,38.1,720.7757232273685,0.04417014000213744,Large fringe metro,Democrat
13249,37.8,27.242460489989156,0.05234220365075874,Micropolitan,Republican
13253,44.9,38.50786486369173,0.07554389417295287,Non-core,Republican
13255,39.2,343.40982106956807,0.05614655454194277,Large fringe metro,Republican
13259,35.4,11.583690130342676,0.1290929619872036,Non-core,Democrat
13263,50.1,14.648265787150372,0.052503052503052504,Non-core,Democrat
13265,44.2,8.010997670943029,0.03720333547145606,Non-core,Democrat
13269,45.2,20.74935981743607,0.06998464687819857,Non-core,Republican
13271,41.5,28.531414223693748,0.066362106275547,Non-core,Republican
13275,40.4,84.09120730946788,0.0629066771474737,Micropolitan,Republican
13277,36.2,158.47345764094044,0.08881578947368421,Micropolitan,Republican
13281,54,75.04928596608183,0.06563675658368687,Non-core,Republican
13285,36.4,167.69261918281742,0.07347391467173682,Micropolitan,Republican
13287,40.3,31.55402275217501,0.07472795913835222,Non-core,Republican
13291,54.3,76.47661326149738,0.059962650211107506,Non-core,Republican
13293,42.1,85.63478432393282,0.08281588447653429,Micropolitan,Republican
22075,36.5,30.13608561273119,0.07263448862428237,Large fringe metro,Republican
22069,33.7,29.95748407330283,0.07570305211248834,Micropolitan,Republican
22071,36.8,2266.357797470841,0.05411500610681854,Large central metro,Democrat
22073,35.7,262.7253477783851,0.08699366457148558,Small metro,Republican
22077,43.1,37.25284574063043,0.09239811157144233,Medium metro,Republican
22079,37.4,98.47658874095214,0.06351184021288542,Small metro,Republican
22081,39.4,19.584070197255564,0.08674540682414698,Non-core,Republican
22083,38.8,36.066197843224465,0.08701292221723295,Non-core,Republican
22085,41.1,25.563686316955643,0.09316181448882871,Non-core,Republican
22087,34.2,115.9274906784719,0.05408554976693172,Large fringe metro,Republican
22089,37.9,189.19473292229506,0.06921159298940037,Large fringe metro,Republican
22091,39.4,26.737948072242126,0.06474358974358975,Medium metro,Democrat
22093,39.2,83.14895453298215,0.06552099841521394,Large fringe metro,Democrat
22095,36.8,198.19433202244787,0.06236316124020058,Large fringe metro,Democrat
22097,36.7,89.33744869859588,0.07967046280591228,Micropolitan,Republican
22101,39,88.92619278490362,0.06234060640408048,Micropolitan,Republican
22103,40.2,313.02712714944994,0.057875042521827874,Large fringe metro,Republican
22107,43.4,6.879739741982438,0.06583072100313479,Non-core,Democrat
22109,35.8,89.10189823335385,0.05712721299507209,Small metro,Republican
22113,38,48.89057128427823,0.061333007897627224,Medium metro,Republican
22115,30.4,36.71161740627353,0.044471794871794874,Micropolitan,Republican
22119,41.4,62.31971520097361,0.07633835583087618,Medium metro,Republican
22121,36.3,141.37265943323456,0.06750248170888636,Medium metro,Republican
22125,41.4,37.96008033546653,0.062050947093403,Medium metro,Republican
22127,41.1,14.477633604665101,0.08920392584514722,Non-core,Republican
36001,37.8,602.2007664926861,0.038745680455330826,Medium metro,Democrat
36005,34.2,35021.31461103579,0.0595706798745666,Large central metro,Democrat
36009,42,58.888096563099595,0.03413722385192492,Micropolitan,Republican
36011,42.9,110.25148486928953,0.04028958136606862,Micropolitan,Republican
36015,41.3,206.57291262326933,0.05501022008841565,Small metro,Republican
36017,44.9,52.8428797510225,0.027001270648030495,Non-core,Republican
36021,48.2,97.01204709378528,0.027870716257917816,Micropolitan,Democrat
36023,36.4,93.8483300788716,0.046166335533764875,Micropolitan,Democrat
36027,42.2,371.91159813572807,0.04258374984370301,Large fringe metro,Democrat
36029,40.3,915.1357010894485,0.044501569842261245,Large central metro,Democrat
36033,39.9,29.188926538178265,0.016759541583429714,Micropolitan,Democrat
36035,43.9,107.62530684791858,0.02518565749006076,Micropolitan,Republican
36039,45.9,74.06343350735045,0.02985541716217062,Non-core,Republican
36041,55.3,2.973718736275491,0.0225181123947523,Non-core,Republican
36045,32.5,92.00032456610838,0.016226728694922078,Small metro,Republican
36047,35.2,39440.90532918216,0.0464413608696256,Large central metro,Democrat
36051,41.3,97.87554354355899,0.031891839441084195,Large fringe metro,Republican
36053,41.9,103.86531993177402,0.03494765937426488,Medium metro,Republican
36057,41,122.87266502121027,0.029253815715093272,Micropolitan,Republican
36059,41.7,4903.768609245963,0.06510294646554528,Large fringe metro,Democrat
36063,43.2,407.1309599403287,0.04185436317982188,Large fringe metro,Republican
36065,41,191.4700429442713,0.05481960150780829,Medium metro,Republican
36069,43.7,174.61075409580423,0.03074036529193121,Large fringe metro,Democrat
36071,37,494.03235650309233,0.05988637213127009,Large fringe metro,Democrat
36075,40.3,123.49657453250047,0.030512656881514572,Medium metro,Republican
36077,42.3,58.42251500137611,0.02137584580684847,Micropolitan,Republican
36081,39,22113.45780240254,0.05359340235397412,Large central metro,Democrat
36083,39.8,246.9593538289794,0.028393222863526347,Medium metro,Democrat
36087,36,1950.6505357453009,0.08279219339755091,Large fringe metro,Democrat
36089,39,40.49447161989972,0.020764020091240034,Micropolitan,Republican
36091,42.8,290.7534074361514,0.02573150070697935,Medium metro,Democrat
36093,39.7,772.6080582357582,0.03940883582920518,Medium metro,Democrat
36095,45.4,47.78561698458427,0.01982230598371138,Medium metro,Republican
48079,35.1,3.2861028354222253,0.08048684727129957,Non-core,Republican
48069,34.8,8.24086985395252,0.10771944105277438,Non-core,Republican
48073,37.9,47.87667584893727,0.061513131794017295,Micropolitan,Republican
48075,34.5,9.567691175106257,0.1835234093637455,Non-core,Republican
48081,48.1,3.6033709965820324,0.11963470319634703,Non-core,Republican
48085,36.9,1265.1085829583335,0.04698322631556698,Large central metro,Republican
48087,39.6,2.887503384391064,0.07956259426847662,Non-core,Republican
48089,42.9,21.407159254353008,0.0502505229362261,Non-core,Republican
48091,42.2,288.63966084468046,0.03941771258382301,Large fringe metro,Republican
48093,44.8,14.496355772225396,0.07451816978078564,Non-core,Republican
48095,45.3,3.3575429588841246,0.06357856494096276,Non-core,Republican
48097,40.7,47.63043693270855,0.055222232888547565,Micropolitan,Republican
48099,31.8,78.97083189505503,0.04327681032096566,Medium metro,Republican
48101,37.1,1.5323739090327764,0.11014492753623188,Non-core,Republican
48103,32.7,5.954889653616422,0.10994652406417112,Non-core,Republican
48105,38.8,1.1035421300649682,0.16785022595222723,Non-core,Republican
48107,38.4,5.702075666400403,0.06838106370543542,Medium metro,Republican
48109,34.4,0.5739533780185231,0.13025594149908593,Non-core,Democrat
48111,31.7,4.733448582624819,0.06493323963457484,Non-core,Republican
48113,33.4,2995.8905618082254,0.07505531771287897,Large central metro,Democrat
48115,33.5,13.83529762724631,0.11472382787411689,Micropolitan,Republican
48117,31.9,12.414971824661365,0.12452241295807996,Micropolitan,Republican
48119,44.3,20.363497327425467,0.029063097514340344,Non-core,Republican
48121,35.5,1030.5200804507688,0.04390008186032554,Large fringe metro,Republican
